seqnames	start	width	strand	scores	r2
1	264173	1	*	2.47755576649368	0.03377
1	264297	1	*	0.569119053547109	0.00795
1	264304	1	*	0.710767904077238	0.00971
1	264312	1	*	0.0402337978873952	0.00112
1	264317	1	*	0.185632523565663	0.00559
1	264320	1	*	0.161736657527005	0.00233
1	264347	1	*	0.141174170730391	0.00197
1	264349	1	*	0.152119002554625	0.00217
1	264504	1	*	0.631211223158887	0.00926
1	264658	1	*	0.156810840467857	0.00225
1	264819	1	*	0.292480920376257	0.00378
1	264837	1	*	0.310052159179104	0.00403
1	264841	1	*	2.26201267366657	0.02319
1	264845	1	*	0.283237305260463	0.00362
1	264874	1	*	0.224345869917405	0.00291
1	264875	1	*	1.09968750301627	0.01409
1	264877	1	*	0.396217110103302	0.00506
1	264885	1	*	0.0472656604387564	0.00651
1	264890	1	*	0.916819995870023	0.01174
1	264891	1	*	0.129613654152038	0.00169
1	264894	1	*	0.142631313869789	0.00186
1	264919	1	*	0.722757627218642	0.00924
1	264923	1	*	0.840492962522678	0.01075
1	264926	1	*	0.0244762870396686	4.2577E-4
1	264953	1	*	1.138585081364	0.01467
1	265079	1	*	0.0251614429361913	3.9764E-4
1	265116	1	*	0.472395874046732	0.0069
1	265994	1	*	0.646718660454709	0.00838
1	265996	1	*	0.646718660454709	0.00838
1	266022	1	*	0.243805255706393	0.00323
1	266032	1	*	2.14630178822383	0.02873
1	266046	1	*	1.301464507438	0.0169
1	266057	1	*	1.06509774167769	0.01387
1	266058	1	*	0.419211831533546	0.00552
1	266059	1	*	1.82944494147879	0.02443
1	266060	1	*	1.87063240427701	0.02496
1	266067	1	*	0.886023241710154	0.01153
1	266080	1	*	0.00676222348452341	1.8258E-4
1	266111	1	*	0.259629414314232	0.00373
1	266213	1	*	0.319039335088589	0.00461
1	266708	1	*	2.47366072261016	0.03579
1	266861	1	*	0.651578302135575	0.00951
1	266952	1	*	0.275781493835999	0.00399
1	267195	1	*	0.143954195582756	0.00191
1	267213	1	*	1.16615195046885	0.01479
1	267245	1	*	1.16825816635436	0.01483
1	267266	1	*	0.00481688234828801	0.00106
1	267269	1	*	1.01836257534423	0.00804
1	267286	1	*	0.348528147800958	0.00452
1	267288	1	*	0.28636667561751	0.0037
1	267296	1	*	1.03635381351516	0.01331
1	267297	1	*	0.959635044139939	0.01232
1	267357	1	*	2.00744648216786	0.02553
1	267365	1	*	0.206468034554528	0.00265
1	267391	1	*	0.18161572998537	0.00242
1	267533	1	*	0.752419493766164	0.01018
1	267555	1	*	0.692953464781981	0.00935
1	267812	1	*	1.22767829327708	0.01722
1	267877	1	*	0.862234579942658	0.01168
1	267892	1	*	0.843148098929989	0.00688
1	267894	1	*	0.843148098929989	0.00688
1	296632	1	*	0.0816865200027197	0.00117
1	42376401	1	*	0.596193389452577	0.00753
1	42377448	1	*	0.616417995393516	0.00777
1	42379392	1	*	1.79344395590097	0.02269
1	42379530	1	*	1.71018816088238	0.01497
1	42379545	1	*	1.58087069225802	0.01419
1	42379702	1	*	0.110177456557504	0.00156
1	42381584	1	*	0.805457908557963	0.01014
2	226478	1	*	0.0448319825238871	7.0081E-4
2	226483	1	*	0.0438267654087092	6.4635E-4
2	226503	1	*	0.114780174884893	0.00175
2	231572	1	*	0.0491874494148216	7.5989E-4
2	231607	1	*	0.485757821884152	0.00672
2	231632	1	*	0.0358016751968446	6.1212E-4
2	231633	1	*	0.162537828514005	0.00218
2	231641	1	*	0.0358016751968446	5.6442E-4
2	231666	1	*	0.10248836942489	0.00143
2	233749	1	*	0.526191989680166	0.00311
2	240780	1	*	1.31247103878537	0.017
2	242991	1	*	0.0947439512515487	0.00138
2	49371060	1	*	1.36754270781528	0.01838
2	49371099	1	*	0.556314661183027	0.00741
2	49371168	1	*	0.918868812868107	0.01218
2	49371566	1	*	1.06838959363704	0.01409
2	49371720	1	*	1.03621217265444	0.01365
2	49372018	1	*	1.64569943765464	0.02209
2	49372801	1	*	1.73353310455976	0.0229
2	49372908	1	*	1.02259651912657	0.01347
2	49372984	1	*	0.69574650313373	0.00914
2	49373007	1	*	0.915781313260761	0.01206
2	49373033	1	*	1.5115903110968	0.01997
2	49373052	1	*	1.38933983691012	0.01832
2	49373151	1	*	1.37726803483528	0.01813
2	49373164	1	*	1.37726803483528	0.01814
2	49373210	1	*	1.36967384519605	0.01817
2	49373212	1	*	0.939528807202321	0.01237
2	49373252	1	*	1.07914650387874	0.01435
2	49373341	1	*	0.690497585033297	0.00918
2	49373465	1	*	0.844390716321085	0.01111
2	49373466	1	*	1.36673358884458	0.01803
2	49373545	1	*	0.781569536380768	0.01039
2	49373596	1	*	1.39426410612325	0.01838
2	49373720	1	*	0.737287937368274	0.0097
2	49373831	1	*	1.18322858766665	0.01549
2	49373884	1	*	1.75597041096998	0.02324
2	49373885	1	*	1.18336105510154	0.01552
2	49373906	1	*	0.917035206222248	0.01199
2	49373980	1	*	1.20384212309309	0.01587
2	49374119	1	*	0.978727986048962	0.01293
2	49374183	1	*	1.4512421714263	0.01956
2	49374189	1	*	1.60449887569437	0.02159
3	27544	1	*	0.233252637030664	0.00298
3	27865	1	*	0.31033603498423	0.0039
3	27927	1	*	0.0765124715999785	9.9837E-4
3	28544	1	*	0.348789849816652	0.00439
3	28753	1	*	0.42717484889127	0.00549
3	28928	1	*	0.208162038582027	0.00269
3	29062	1	*	0.381585785198744	0.00481
3	29701	1	*	0.359210591497669	0.00452
3	29750	1	*	0.229869958621773	0.00292
3	29765	1	*	0.587589857175612	0.00739
3	29823	1	*	0.013161111985421	1.8809E-4
3	29882	1	*	0.29864792073122	0.00376
3	29904	1	*	0.013161111985421	2.1217E-4
3	29921	1	*	0.354597382429545	0.00446
3	29962	1	*	0.00789735740458831	1.0987E-4
3	29990	1	*	0.0920568467086927	0.00117
3	30000	1	*	0.165159829325449	0.00212
3	30025	1	*	0.13997359916386	0.00182
3	30030	1	*	0.194621495549101	0.00251
3	30048	1	*	0.00887586252606787	1.3875E-4
3	30146	1	*	0.0606505048348231	7.9338E-4
3	30183	1	*	0.270924347052935	0.0034
3	30185	1	*	0.292234009757155	0.00372
3	50421906	1	*	0.27374563891018	0.0033
3	50421924	1	*	0.169802821797127	0.00244
3	50421973	1	*	1.32910504647979	0.01257
3	50421986	1	*	0.158446579646884	0.00238
3	50422010	1	*	0.186545782546099	0.00282
3	50422141	1	*	0.712377397513808	0.01034
3	50422216	1	*	1.25476901547186	0.0185
3	50422290	1	*	1.51684079028302	0.0229
3	50422292	1	*	0.054787537009781	7.8434E-4
3	50422293	1	*	0.054787537009781	7.8434E-4
3	50422308	1	*	0.760950906859808	0.00661
3	50422363	1	*	0.0470865329947225	9.7726E-4
3	50422547	1	*	0.0915900508528305	0.00125
3	50422583	1	*	0.149954474277804	0.00219
3	50422633	1	*	0.144547477606863	0.002
3	50422664	1	*	0.124932946053812	0.00177
3	50422677	1	*	0.134191535079097	0.00176
3	50422729	1	*	0.0450246341181847	6.0822E-4
3	50422740	1	*	0.236744260818789	0.00306
3	50422768	1	*	0.134357194715917	7.7443E-4
3	50422771	1	*	0.876965470246493	0.00995
3	50422782	1	*	0.684701547126376	0.00472
3	50422818	1	*	0.0191334454179209	0.00516
3	50422827	1	*	0.947767909747666	0.00832
3	50431404	1	*	1.03800971255994	0.01431
3	50431440	1	*	0.0248440215933106	3.6662E-4
4	77913	1	*	0.061370214132432	0.00113
4	77977	1	*	0.124446814898488	0.00187
4	78566	1	*	0.152569250021638	0.00208
4	78585	1	*	0.16044653900331	0.00221
4	78921	1	*	1.41476493663422	0.01964
4	78973	1	*	0.0262165795609964	1.6099E-4
4	78989	1	*	0.0188748247103249	3.5901E-4
4	79957	1	*	0.297862538856562	0.00417
4	80005	1	*	0.512070147768131	0.00734
4	80525	1	*	0.0239619812151708	5.2915E-4
4	81123	1	*	0.593306566203788	0.00809
4	81128	1	*	0.323571619558076	0.00471
4	81391	1	*	0.0670039755022163	9.9216E-4
4	82193	1	*	0.0499322423265526	7.9958E-4
4	82241	1	*	0.174210499307161	0.0024
4	82288	1	*	0.922268820347608	0.01302
4	38127541	1	*	1.23995467203419	0.01571
4	38127638	1	*	1.59431221332722	0.01406
4	38127646	1	*	0.138985620032074	0.00184
4	38127651	1	*	0.00665637007559169	1.0132E-4
4	38127667	1	*	1.56671031480497	0.01984
4	38127673	1	*	0.114220520612385	0.00144
4	38127675	1	*	0.710745591945819	0.00493
4	38127682	1	*	0.253179047895964	0.00327
4	38127684	1	*	1.72908836058952	0.02186
4	38128074	1	*	0.426235181273898	0.00552
4	38128409	1	*	1.28449805470672	0.01684
4	38128410	1	*	1.28449805470672	0.01687
4	38128632	1	*	0.682333557643499	0.00896
4	38128709	1	*	0.262306537156845	0.00353
4	38128735	1	*	0.269653852204357	0.00352
4	38128739	1	*	0.213454419764875	0.00288
4	38128769	1	*	0.163264575606639	0.00217
4	38129490	1	*	0.537811712129836	0.00726
4	38129512	1	*	1.57267621364275	0.01486
4	38129612	1	*	1.7602001815529	0.02469
4	38129654	1	*	0.184203167527135	0.00237
4	38129691	1	*	1.19077707831058	0.01591
4	38129745	1	*	0.120216219909584	0.00167
4	38129749	1	*	1.23470407030194	0.01654
4	38129775	1	*	1.75251773932295	0.02493
4	38129820	1	*	0.228735972148418	0.00298
4	38130542	1	*	0.0277184586653126	5.0249E-4
5	121012	1	*	0.712915223566324	0.00557
5	121032	1	*	0.668228643709073	0.00947
5	121057	1	*	0.238959689795122	0.00332
5	121195	1	*	0.433869038114082	0.0064
5	121222	1	*	0.714622746750155	0.00533
5	138198	1	*	1.89448981523003	0.02803
5	139556	1	*	0.7050050061409	0.01016
5	139807	1	*	1.23515164280659	0.01768
5	139877	1	*	0.750508134274735	0.01041
5	139896	1	*	0.639614885695364	0.00879
5	139904	1	*	0.77142000579508	0.01099
5	139923	1	*	0.636538451173407	0.00895
5	48079518	1	*	0.0764399631595848	0.00107
5	48079532	1	*	0.0348641774562946	4.6101E-4
5	48079533	1	*	0.0348312369660462	5.0144E-4
5	48079543	1	*	0.0389255305309256	5.4745E-4
5	48079550	1	*	0.531667441760225	0.00747
5	48079554	1	*	0.504774909893779	0.00702
5	48079901	1	*	0.0631496087478356	0.00124
5	48079903	1	*	0.388882365615616	0.00254
5	48079910	1	*	0.608800159891225	0.00478
5	48079918	1	*	0.841366158641375	0.00611
5	48079930	1	*	0.419896514762075	0.00264
5	48079932	1	*	0.486502729751133	0.00329
5	48134282	1	*	0.487702586339826	0.0066
5	48134336	1	*	2.20760831050175	0.02983
5	48138749	1	*	0.582893832607407	0.00777
5	48141603	1	*	0.487168907452476	0.00629
5	48145013	1	*	0.543345545351551	0.00741
5	48145063	1	*	0.655647030761443	0.0089
5	48145128	1	*	0.52308146334312	0.00675
5	48146419	1	*	1.79452496325911	0.0237
5	48146542	1	*	0.893333238030084	0.01206
5	48146633	1	*	2.26280735729526	0.02994
5	48146690	1	*	0.467882883751196	0.00602
5	48146771	1	*	2.74472749489669	0.03626
6	33328	1	*	0.251842995136168	0.00329
6	33348	1	*	0.313006433735321	0.004
6	33363	1	*	0.268225953876258	0.0034
6	33389	1	*	0.380186921901568	0.00481
6	33420	1	*	0.330999423292625	0.00418
6	33421	1	*	0.0912630561709122	0.00124
6	33425	1	*	1.29602117499161	0.01648
6	33426	1	*	0.825300711629224	0.01055
